Open_Interest.t,Mon.t_1_Manager_Longs.t,Mon.t_1_Manager_Shorts.t,Mon.t_1_Manager_Spreads.t,Open_Interest.t_1,Producer_Longs.t_1,Producer_Shorts.t_1,Swap_Dealer_Longs.t_1,Swap_Dealer_Shorts.t_1,Swap_Dealer_Spreads.t_1,Mon.t_1_Manager_Longs.t_1,Mon.t_1_Manager_Shorts.t_1,Mon.t_1_Manager_Spreads.t_1,Other_Reportable_Longs.t_1,Other_Reportable_Shorts.t_1,Other Reportable Spreads.t_1,Total_Reportable_Longs.t_1,Total_Reportable_Shorts.t_1,Non_Reportable_Longs.t_1,Non_Reportable_Shorts.t_1,Oil.t_1,Sugar.t_1,Sugar.t
937584,135961,151909,83705,912728,253939,417461,158487,35287,46388,131418,137350,74269,70679,10757,111789,846968,833301,65760,79428,-1.707,-0.41,0.383
791519,129823,98980,74062,892506,233725,393218,177620,61890,48703,133366,99263,103675,28820,12737,79279,805188,798766,87318,93740,-1.887,0.02,0.493
1018956,170974,14779,85011,990462,259190,485035,149995,109417,89957,158972,14698,96813,19748,3113,131979,906653,931010,83810,59453,-1.203,1.113,0.9
1034854,129798,133265,38149,1030895,295682,571339,256395,42265,24217,130287,115589,37882,39247,16872,146582,930290,954745,100605,76149,-3.3,-0.06,0.05
950513,127689,9596,63757,936194,204960,363951,109473,113254,95058,127596,10253,64956,27054,3537,236197,865294,887207,70900,48988,4.58,0.693,2.007
929344,175970,12541,75020,877967,220112,458936,137888,67290,81055,152950,23307,66161,17956,3588,123948,800070,824285,77896,53682,4.31,1.55,0.613
910872,133845,180058,93728,950881,230584,344933,199021,14073,36545,140439,247484,125262,45107,21161,95695,872654,885154,78227,65727,-0.25,0.943,0.247
970800,124939,107546,43729,973398,324587,508926,180799,55297,35771,124433,104155,53073,31253,11998,129776,879692,898997,93706,74401,2.38,-0.54,0.007
951269,98977,46963,72392,954964,250302,435737,184014,46664,92422,99599,44884,68790,11940,15695,182001,889068,886192,65896,68772,0.573,0.363,0.923
888534,130350,105668,68727,882047,232323,394040,180986,63693,57913,127098,106711,71096,49464,8704,96969,815849,799126,66198,82921,-3.023,-0.017,-0.58
756391,62576,39546,35995,724881,234918,413642,136797,30047,16547,60853,32141,36250,33073,4259,129751,648190,662637,76691,62244,1.537,-0.23,-0.49
817174,112670,97578,66540,837868,281728,338534,132626,112228,32134,115559,97994,61203,36312,25032,105752,765315,772876,72553,64991,7.65,-0.303,0.667
1098899,151577,228256,130700,1044162,262659,427225,242547,38969,59457,151479,224661,119009,72889,20905,50692,958734,940919,85429,103243,-1.623,-0.32,-0.073
958093,127198,254776,99187,1028192,283762,392306,216467,23005,47192,126874,246371,105943,58812,26628,107330,946379,948775,81813,79417,2.76,-0.14,-0.387
1190475,154699,8962,100389,1340079,377211,544427,146850,167699,143999,158928,15138,110082,26558,10034,287862,1251490,1279241,88589,60838,-0.257,0.943,0.32
1094963,161580,245422,156250,1089026,254673,420145,201819,35331,50619,163145,229505,154344,83242,31044,96865,1004706,1017852,84320,71174,-5.403,-0.29,0.107
1079745,268948,7682,81487,1077483,200205,655008,145408,90427,30637,276735,8889,82893,85080,14213,154808,975767,1036876,101716,40607,-0.577,-0.173,-0.08
979846,185694,109217,139720,1023380,219632,513340,202373,40595,46009,180301,104415,147826,73764,16313,69407,939312,937906,84068,85474,2.307,0.137,0.757
881548,159978,41639,66823,894283,190949,475072,171427,76142,65363,172954,37801,71307,28140,6562,93516,793656,825764,100627,68519,-3.29,0.007,-0.277
1289492,247552,41551,145727,1305774,387961,518699,99679,209441,83897,241842,46715,157205,35449,33728,203670,1209704,1253354,96070,52420,-2.21,0.52,1.183
729754,96306,52514,51911,724562,185590,280109,132237,75968,60075,95089,49325,50401,20013,10778,117509,660913,644164,63649,80398,4.173,0.077,0.82
1089026,163145,229505,154344,1073896,246831,426230,203081,34036,45392,163953,218689,153186,81336,31748,96894,990675,1006176,83222,67721,0.907,0.02,-0.29
1114957,269621,11426,80243,1107386,268852,726124,143243,70156,35241,274205,11713,69627,76013,8904,144435,1011617,1066201,95769,41185,-1.27,0.63,-0.923
835440,127586,9795,85402,815988,158122,355582,152288,103777,72540,119431,8293,80492,16945,4636,131869,731687,757190,84301,58798,-4.463,0.667,0.507
1069826,270304,65693,132532,1073444,270253,501747,117504,159076,36351,272076,60437,121411,40260,23382,117860,975714,1020264,97729,53180,0.777,0.35,-0.037
845922,182193,25307,47294,797192,125033,398522,152334,78770,56011,184418,30768,40015,27696,9921,122850,708356,736857,88836,60335,0.47,2.397,-1.427
804245,149385,19386,65470,802736,170822,449044,180050,76036,45053,148698,20605,71116,34639,6862,74844,725221,743560,77516,59176,-0.413,-0.783,-1.03
1060212,191386,54165,93545,996734,206070,589468,211314,49813,34245,181869,57117,88961,72817,6474,119306,914582,945384,82152,51350,-2.203,0.243,0.943
875567,152751,45519,69039,881548,190251,459705,175595,75295,69822,159978,41639,66823,27396,6386,91842,781706,811510,99842,70039,-2.983,-0.277,-0.687
1096076,190963,51604,133138,1081007,308514,452978,104384,149262,63565,191283,51179,126719,46323,27394,162271,1003060,1033368,77948,47639,4.827,0.243,0.33
1091083,191666,4224,92397,1032516,226403,452431,144727,141107,100682,177470,7408,87484,23128,4315,177483,937377,970911,95138,61604,3.123,0.573,0.89
849367,143220,74841,65970,875567,187970,458180,178854,73784,57865,152751,45519,69039,40858,5504,92692,780030,802583,95538,72985,3.077,-0.687,-0.96
977769,206342,64432,105625,960564,199186,547925,204537,39387,40556,204112,69096,107470,54602,14272,74735,885197,893440,75367,67124,1.12,-0.093,-0.5
1128553,269542,68638,144966,1133679,264132,499798,117078,165496,37169,283797,63762,147246,38922,23621,144394,1032739,1081486,100940,52192,-6.207,-0.28,0.107
1074232,101091,141530,101272,1073253,338060,496107,182847,45608,55054,101979,132939,113828,48241,17216,138188,978197,998940,95056,74313,0.653,-0.25,0.077
862411,174776,31199,69468,818229,192028,415881,167856,71084,55741,135002,36125,72683,24511,10901,81394,729214,743809,89014,74419,0.72,0.807,-1.783
902761,119741,89201,71215,913375,314917,333548,125961,142916,36731,113005,95593,80673,38493,25065,136665,846444,851192,66931,62183,0.343,0.26,-0.213
1149070,194449,51354,133922,1140328,338155,486848,112774,157868,68265,200006,51177,135431,45530,31542,160805,1060966,1091935,79362,48393,-1.863,0.303,-0.25
1187244,276093,50035,124226,1290899,369370,534964,99356,229172,53112,272196,51943,151164,43548,25187,189429,1178174,1234971,112725,55928,-0.597,0.237,2.027
992597,142532,225872,99165,975310,244556,404647,237448,41299,43376,132589,211659,103886,70122,18425,51077,883053,874370,92257,100940,-2.983,0.067,0.177
826898,139770,35313,75256,833921,187898,341492,138131,120159,88648,140671,32623,65831,19693,6719,124262,765134,779734,68787,54187,0.517,-0.323,-0.583
1107386,274205,11713,69627,1136061,290953,756411,148196,70742,33819,271515,9869,69086,77470,8840,144188,1035228,1092956,100833,43105,-1.18,0.557,0.63
942668,126306,11934,67711,925918,200029,379815,117498,104460,85190,129713,10454,65174,26921,4819,220131,844656,870043,81261,55875,-1.063,1.3,0.043
1112048,196333,44848,103070,1134277,274890,675902,166796,48995,48214,198010,34739,113090,72602,4806,155972,1029576,1081718,104701,52559,-2.377,-1.16,-0.47
1044162,151479,224661,119009,1005896,247235,398716,242268,39709,57290,148533,226467,102919,69760,21482,49354,917359,895937,88537,109959,-1.093,-0.16,-0.32
1172637,161191,43930,84315,1127746,401773,604327,179565,139883,43744,142787,53804,98998,55141,5035,128077,1050085,1073868,77662,53878,0.66,0.713,-0.027
852919,134617,8388,66356,813737,173894,371213,150875,122231,50281,128820,9368,49577,38690,6226,147142,739280,756037,74458,57700,3.663,0.77,-1.29
1185138,160240,294022,178789,1174150,304389,406679,197864,27854,77270,165088,284885,172658,67752,23043,105226,1090246,1097615,83904,76535,-2.03,-0.513,-0.21
865388,180763,15751,56275,873515,133871,421226,149271,82785,65418,184260,17462,54975,33928,6194,154957,776680,803017,96834,70497,-5.81,-2.373,-0.953
1083840,165438,224095,126566,1046220,248434,414605,216145,22564,65406,159717,216097,114917,69496,25262,86577,960692,945429,85528,100791,1.963,-0.173,1.067
965727,111210,33926,77354,980181,241162,460209,182112,51048,95849,105912,35548,80902,14603,11060,184099,904639,918715,75543,61466,-8.71,-0.76,0.837
952796,176462,114094,72572,943526,234114,517571,237783,47086,39762,170403,142020,64771,63571,9291,43143,853547,863642,89979,79884,-2.193,0.55,0.507
638156,83078,17358,38523,609997,147385,368421,130494,27110,9815,74362,10327,31527,28030,1919,111332,532945,560452,77052,49545,0.343,-0.033,-0.87
975759,212694,60154,96190,931279,182465,552591,237881,54861,34868,189856,79088,87460,59769,10304,49242,841540,868414,89739,62865,1.633,0.297,0.06
960564,204112,69096,107470,931647,187888,529641,208775,36680,40648,194135,73060,101594,53447,12373,69426,855913,863421,75735,68226,2.353,0.57,-0.093
1223131,255584,22022,121732,1227921,325369,597921,146636,215539,56661,259188,19513,126822,54765,11032,156528,1125970,1184016,101951,43905,2.34,0.05,-0.57
1324060,204762,127686,179058,1182058,364537,544118,172158,76591,40657,171611,158541,159503,35295,8815,137071,1080832,1125296,101226,56762,-4.247,0.637,0.18
1054695,115967,156494,107311,1098593,357131,511491,182801,36774,64741,109331,150159,112799,43882,15484,134883,1005569,1026332,93025,72262,-0.51,-0.12,0.557
827457,94292,114622,39739,814762,240146,416447,194717,48918,17030,91741,98681,36736,27779,5894,115517,723666,739222,91096,75540,1.623,-0.317,-0.057
1290899,272196,51943,151164,1255950,347243,516820,99714,219539,54242,271563,55914,167502,39397,22357,164352,1144014,1200727,111936,55224,0.767,1.687,0.237
824186,75818,90525,39418,908368,323488,464847,182504,31871,24451,71175,98100,46476,26915,9486,143197,818206,818428,90162,89940,0.367,0.04,0.25
1167222,189268,57417,64877,1154898,232799,655536,307384,51240,83275,181414,57145,69759,28111,20563,154030,1056772,1091547,98126,63351,4.1,1.947,0.033
1164731,185512,48766,136957,1149070,347842,491995,112567,161857,68712,194449,51354,133922,43882,29875,159658,1061034,1097373,88036,51697,-0.733,-0.25,1.93
1134983,176772,40333,77550,1152172,204231,607247,289736,55694,89127,174329,40534,77856,16273,18928,196095,1047647,1085481,104526,66691,-6.05,-0.32,0.14
850497,127372,114580,73897,838114,232779,417251,199500,50182,40127,124039,103313,71815,33417,11867,64829,766505,759384,71609,78730,-3.303,-0.227,0.457
1007755,155948,196859,83111,1053088,396750,510935,169318,29290,45529,154608,212127,82905,33456,10511,92566,975132,983863,77956,69225,3.773,-0.267,0.203
1083984,153492,96210,41414,1054511,314958,588046,261503,42391,25266,131206,118265,35601,38318,16551,150630,957480,976748,97031,77762,1.797,0.457,0.363
1139810,256757,24230,128726,1075686,279807,520788,141116,184794,52072,229442,28573,127047,46532,9502,111846,987861,1034620,87825,41066,3.99,0.867,-0.23
1140438,186952,30385,122114,1130433,282440,690381,190098,48807,48591,191408,25598,119184,66938,13819,138610,1037269,1084990,93164,45443,-1.68,-0.203,-0.473
1071945,169494,5762,115961,1075406,290043,568909,131517,94605,69791,171073,5942,112021,49465,12965,164274,988183,1028507,87223,46899,-0.443,-0.15,0.19
1102150,186974,37433,61639,1219343,390625,660569,171545,156322,58826,203930,37458,94863,59379,8373,149532,1128701,1165943,90642,53400,1.367,0.017,0.73
604290,62996,39302,32888,607584,146364,296031,138317,25485,15629,61145,45343,34115,32058,5408,117230,544857,539240,62727,68344,0.137,0.68,0.84
1096516,146441,234581,116132,1098899,280472,439754,240587,42517,68566,151577,228256,130700,77593,22190,56711,1006207,988695,92692,110204,2.043,-0.073,0.373
1219343,203930,37458,94863,1246909,384016,669544,165389,172666,54893,223920,33839,101168,60259,8012,157741,1147385,1197863,99524,49046,-5.863,-0.54,0.017
753555,127838,32126,41766,769869,191177,385655,159728,87409,49739,127543,30721,45078,32550,8983,94253,700068,701838,69800,68031,4.247,0.56,-1.327
803425,130056,74519,65491,787407,192466,429734,188617,56836,37645,135961,60482,65621,32900,6327,58673,711882,715319,75524,72088,-0.25,-1.287,-0.53
1070771,146063,273248,123054,1169954,333867,385890,202044,25357,62687,151080,308561,163386,49765,23913,122980,1085810,1092774,84143,77180,-0.513,0.57,-0.563
994029,111570,119184,114387,987553,281085,466691,198469,41066,36462,120496,120700,114892,37070,25356,125059,913533,930226,74020,57327,1.733,0.39,0.067
1492736,211840,56602,112260,1481883,360500,841747,312269,64736,60324,204191,56027,106165,39541,29598,241242,1324231,1399839,157652,82044,-3,-0.283,0.507
1016384,215155,32675,80336,961567,276782,458449,135599,161501,47353,188300,38068,72293,36131,19790,111041,867498,908494,94069,53073,-1.25,0.493,0.66
1261387,253909,49237,140939,1284085,347360,521481,101382,214591,77417,270523,45876,142026,41556,27740,208061,1188325,1237191,95760,46894,-3.267,-0.423,-0.683
971044,152272,196399,92331,982207,252361,425768,228263,54038,55163,150072,204526,94672,70582,16332,42787,893901,893287,88306,88920,4.067,-0.397,-0.24
894283,172954,37801,71307,886607,184917,463836,172649,78580,65304,161775,31108,78583,29861,6692,94853,787942,818957,98665,67650,1.747,-1.073,0.007
1037468,205108,12310,91062,996027,200682,497383,144429,86773,91143,190990,12613,86957,21963,2685,163399,899562,940953,96465,55074,2.897,0.303,-0.263
918156,94437,212185,74407,931594,277514,347024,154242,29414,46867,111251,224484,86841,76681,13365,107233,860629,855228,70965,76367,-2.06,-0.43,0.657
1296642,169028,67079,82376,1276041,319741,704055,316399,54960,92852,171156,68484,80883,26705,24978,185035,1192770,1211246,83271,64795,7.133,0.007,1.183
1151440,267277,63159,150348,1107831,271774,467223,116195,170106,44627,257085,65053,146874,34999,25107,132264,1003817,1051253,104013,56577,3.687,0.523,1.217
944793,187531,67481,98941,920337,201758,536424,206207,41414,35951,185451,67813,96132,52666,9458,66228,844392,853419,75945,66919,-1.287,0.26,-0.02
1332630,181824,35118,89979,1330378,305426,760030,317424,66657,81440,174495,26960,102451,31086,20774,217683,1230005,1275994,100373,54384,7.34,0.453,0.89
1279609,295123,25301,132515,1254203,336594,616021,139704,217262,49404,293105,22887,126496,44417,12745,164247,1153967,1209063,100235,45140,0.91,-0.297,0.293
1292016,178233,4437,119519,1298093,323042,528799,152054,173569,141476,174506,5921,119097,24602,13062,264725,1199502,1246649,98591,51444,-1.17,-0.27,1.377
841613,130439,103523,34221,831077,223409,406839,185874,51124,35255,127904,106790,36368,31670,16734,113231,753709,766340,77368,64737,1.32,0.167,0.2
844819,124635,33414,73334,819562,186502,356361,148148,82599,70614,122503,28983,67653,20385,9458,121288,737093,736957,82469,82605,-0.433,-1.153,0.547
1119741,115320,86121,77680,1194992,471064,627991,171620,105046,51214,109786,97762,88346,62516,5658,152634,1107180,1128651,87812,66340,-0.527,0.103,-0.33
1217394,229087,37709,121671,1205721,349286,619345,162880,182764,61975,226796,32728,112826,39600,10087,139088,1092451,1158814,113270,46906,0.883,0.433,-0.733
855873,99014,117714,49080,866006,289402,457451,183053,35779,31993,100232,98051,45063,32852,32439,109148,791743,809924,74264,56082,-2.537,-0.167,0.14
771798,104828,54425,61456,752852,185798,299993,134418,79977,60729,110614,52068,55780,20405,8658,117098,684842,674303,68010,78549,-0.7,-1.017,0.423
1073896,163953,218689,153186,1074733,247752,474332,206210,35973,47269,175630,190439,156463,71309,26806,83455,988089,1014738,86644,59995,2.2,-0.653,0.02
1013171,245815,45368,102516,1020120,194490,635879,229312,67791,42886,238414,41655,105850,48359,13265,61790,921101,969117,99019,51003,0.07,-0.89,-0.22
960881,155155,86472,89964,995968,226388,484167,203005,54100,38348,169184,87536,104065,36901,35635,136709,914600,940559,81368,55408,-3.967,-0.347,-0.32
920619,171554,207734,84154,919609,209410,386243,209982,33653,38926,173577,210181,84880,63129,13360,75474,855377,842716,64232,76893,-6.83,-0.137,-0.36
999420,151766,147782,88172,994043,262363,466157,202693,39178,48604,160478,182158,85402,76999,26023,80320,916859,927841,77184,66202,0.367,-0.5,-0.75
1160354,167092,41405,77392,1176901,207179,626705,287836,69047,87458,194420,34750,76360,15793,19568,195852,1064898,1109742,112003,67160,-6.377,-1.083,-0.673
817823,109982,217230,71843,795152,204740,292793,174689,18324,38077,109953,212625,64780,56298,20202,78422,726960,725223,68192,69929,0.553,0.2,0.457
1076071,221311,39497,110686,1059937,279234,485604,135042,171260,46975,212508,41889,106268,42280,13823,141474,963781,1007291,96156,52645,0.177,0.3,0.1
1224430,250469,13346,111357,1181139,272960,721177,158014,58016,45348,248659,25973,99027,78953,9039,174073,1077034,1132654,104105,48484,1.37,1.423,0.323
932159,148267,29929,71297,931330,255928,488937,141410,66672,78845,151669,13467,76348,13529,3085,134894,852623,862249,78707,69081,-4.243,-0.267,-0.41
1197601,106614,120535,95940,1182708,471938,606367,168771,93590,54857,104171,123744,84270,74014,6186,146801,1104822,1115815,77887,66894,2.287,0.19,0.827
795811,137920,37409,77208,796998,197188,397822,184315,66269,39251,132275,75181,78678,38976,6755,64987,735670,728942,61328,68056,-3.727,0.773,0.163
1051676,139498,137638,111069,1039532,256199,443969,210449,38543,51566,140883,173833,110525,84199,36345,114207,968028,968988,71504,70544,0.55,0.303,0.23
952600,141344,74307,90718,930972,253778,488300,148924,52948,33551,146591,56088,83853,55221,15515,132114,854032,862369,76939,68603,-0.167,-0.777,0.28
819907,102381,119833,35026,839038,266550,415256,193993,52632,14930,97938,122235,39536,30362,12472,106718,750028,763778,89010,75260,-0.067,-0.133,-0.433
1210526,207229,42028,122220,1211200,362289,610305,165340,177658,67357,221702,44760,122779,37857,8575,132556,1109880,1163990,101320,47210,2.76,-0.373,0.17
756592,133266,45826,42836,759049,162353,344645,150951,91399,56501,139998,39822,40395,33068,6423,109595,692862,688782,66187,70267,-7.013,-0.347,0.143
994043,160478,182158,85402,989599,265917,435434,207969,31702,44576,153174,203064,84343,74841,28780,82695,913516,910595,76083,79004,0.13,0.857,-0.5
964793,185354,49212,86460,1001730,269812,466420,132558,173755,33684,206934,38797,99762,41503,11328,123070,907322,946816,94408,54914,-0.793,-0.363,-0.053
761757,64337,50688,29884,756391,249094,427097,140607,30869,17814,62576,39546,35995,30484,4402,137708,674277,693431,82114,62960,-1.8,-0.49,0.537
1418058,262611,96214,185414,1551567,503463,769299,154949,133627,75344,244311,95524,198726,50505,12257,211883,1439181,1496661,112387,54907,2.12,-0.167,-0.117
1067857,166920,9037,111002,1062122,281311,544335,137687,82666,63824,166706,21169,112215,50288,16157,168107,980139,1008472,81984,53650,-1.563,0.173,0.25
893334,128709,6594,57009,1056996,233980,422844,129384,133820,111483,129131,360,71619,39144,4743,256845,971585,1001714,85411,55282,-2.517,-0.917,0.183
1185974,283022,11255,98836,1182157,257983,691548,139119,94420,47047,296334,10846,86853,75674,21046,182849,1085859,1134609,96298,47548,-1.523,-0.18,0.15
1102603,178371,258310,156636,1094963,265383,413831,199815,30657,57580,161580,245422,156250,81657,28606,91755,1014022,1024102,80941,70861,0.467,0.107,-0.503
835059,133373,54378,63933,817174,262269,319010,126954,115631,29765,112670,97578,66540,37530,23315,108121,743850,759961,73324,57213,2.563,0.667,-0.02
1008911,220490,54638,64156,920099,296791,407797,128489,131123,34095,151642,74543,64971,29791,24910,133293,839070,870731,81029,49368,-1.723,1.087,-0.49
1191350,279379,55177,135508,1203234,320556,530986,100658,191255,46172,288357,48345,140882,42110,25868,156334,1095070,1139844,108164,63390,-1.777,-0.72,0.463
963188,149918,187013,83100,971477,274930,486316,202486,47682,35631,150328,156548,89445,79236,22553,59172,891228,897347,80249,74130,-3.63,-0.91,-0.407
1049970,219654,41421,108983,1099101,287440,532117,133573,189420,38293,258986,30001,115748,36386,13781,128507,998933,1047868,100168,51233,-12.063,-1.447,0.737
1089846,155130,201754,116482,1062565,272086,474844,237469,46667,63154,154076,190279,121562,75246,14620,58501,982094,969627,80471,92937,-0.467,0.057,0.633
1181139,248659,25973,99027,1124471,248095,689123,160720,53149,43532,245053,32860,89471,78623,8470,156533,1022028,1073139,102443,51332,0.49,0.687,1.423
1099101,258986,30001,115748,1074429,277531,504548,134315,186633,36805,237393,34518,114933,39150,13188,133243,973369,1023869,101059,50560,-1.777,0.077,-1.447
1205946,203825,41875,110603,1210526,376529,594984,166683,189727,68746,207229,42028,122220,37750,8487,133624,1112780,1159814,97746,50712,-1.147,0.17,0.423
1273244,234312,37188,111916,1355888,443009,712529,168341,194290,75138,230863,36611,108378,41133,9550,168449,1235310,1304945,120577,50943,1.777,0.213,1.24
993202,133442,6094,74686,948145,201662,449015,137176,94266,73917,140517,2455,69556,30458,3209,204216,857503,896634,90642,51510,2.79,2.363,-6.587
877084,123906,8091,83946,871381,181880,383114,150706,107724,76089,121119,10013,87966,24088,4571,141171,783019,810650,88361,60731,1.117,-0.113,1.643
844244,136850,32542,79621,857237,176549,454256,171599,73737,60689,165077,34679,75886,27993,9381,87827,765621,796455,91616,60782,2.023,0.007,1.31
1113805,125676,284024,116693,1091593,313445,394472,221265,20961,58086,124003,281094,122675,62493,22825,107350,1009317,1007463,82276,84130,-1.703,-0.073,-0.413
1105398,266069,12648,85360,1114957,252553,698790,144605,85450,36989,269621,11426,80243,75571,10090,155740,1015322,1078728,99635,36229,0.27,-0.923,-0.303
1075406,171073,5942,112021,1064551,280378,564610,132832,93275,64100,167298,5668,111414,52681,14267,160829,969532,1014162,95019,50389,0.577,0.027,-0.15
919609,173577,210181,84880,940195,223941,389107,214201,28065,36767,177513,229302,90192,67431,17648,69443,879488,860525,60707,79671,-2.307,1.01,-0.137
1059558,143565,209118,120504,1056898,271026,426511,208909,39936,46681,142365,203307,115665,86314,35314,110390,981351,977806,75547,79092,-0.65,0.093,-0.203
989986,140087,4960,71875,1008982,310734,435583,122060,182814,106317,155161,5803,71620,22236,9550,156398,944526,968085,64456,40897,0.763,-2.21,-1.773
822537,134420,35022,37966,789907,180908,349732,143858,95096,62315,130110,37129,45863,34192,9183,120365,717612,719684,72295,70223,-3.563,0.697,0.657
818345,140963,6328,61097,840401,140855,356019,137065,102965,69736,141334,10138,59591,29410,4866,168359,746352,771675,94050,68726,3.95,0.697,-1.317
966314,124945,114215,104905,976247,258587,482433,200091,45864,43148,137505,102163,90610,37711,24676,135536,903187,924429,73060,51818,-2.29,-0.163,-0.127
1258695,261847,46908,144374,1266634,344250,512465,100275,217256,72426,259725,47856,144311,41442,21768,205037,1167467,1221119,99168,45515,-2.787,-0.13,-0.26
839038,97938,122235,39536,827457,253805,413748,194324,51200,22845,94292,114622,39739,28523,4111,109447,742975,755712,84482,71745,-1.6,-0.057,-0.133
999871,143779,23594,82206,1002594,229875,389317,133641,132944,120282,154661,18848,80887,22071,7112,197298,938715,946687,63879,55907,4.62,-1.423,1.033
973190,100446,191846,79963,995266,307680,378973,157107,30216,65596,99482,215668,81518,69353,16161,137869,918603,926000,76663,69267,-0.393,-0.093,-0.19
1167140,140021,306744,158197,1142594,372651,415953,173156,23405,55239,139134,275656,156867,40620,12195,119753,1057419,1059067,85175,83527,1.17,-0.11,-0.057
1266144,176536,57461,75761,1247111,276221,708953,323849,58237,87963,182565,52187,77940,28801,21922,169622,1146962,1176825,100149,70285,-0.2,-0.447,-0.23
1057619,193889,17038,101767,1080293,257916,630846,141785,76719,48339,228077,10311,90191,65262,16966,161406,992976,1034779,87317,45514,2.493,-1.27,-0.163
1071353,248028,46895,94027,1047883,285013,494624,124016,154049,38076,245954,47076,84423,29585,31182,146588,953656,996017,94227,51865,1.023,0.31,0.607
